,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
24130,37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,yes
23586,44,management,married,tertiary,no,217,yes,no,cellular,28,aug,203,4,-1,0,unknown,no
16453,59,housemaid,married,primary,no,509,no,yes,telephone,23,jul,67,2,-1,0,unknown,no
32372,36,blue-collar,single,primary,no,736,yes,no,cellular,16,apr,114,2,304,2,failure,no
13594,48,technician,single,secondary,no,469,no,yes,cellular,9,jul,313,1,-1,0,unknown,no
3745,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
37011,22,student,single,secondary,no,241,yes,no,cellular,13,may,200,1,-1,0,unknown,no
40806,40,admin.,married,tertiary,no,1108,no,no,cellular,11,aug,170,2,112,1,success,no
5016,38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no
19566,42,management,married,tertiary,no,441,no,no,cellular,7,aug,296,9,-1,0,unknown,no
42583,36,technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
43682,24,technician,single,secondary,no,598,no,no,cellular,12,may,762,1,182,2,success,yes
20769,37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown,yes
31683,33,services,married,secondary,no,387,yes,no,cellular,7,apr,327,2,138,2,failure,no
13222,60,management,married,secondary,no,725,yes,no,cellular,8,jul,266,1,-1,0,unknown,no
38490,41,blue-collar,divorced,secondary,no,2540,yes,no,cellular,15,may,82,2,366,1,failure,no
38025,29,technician,single,secondary,no,-13,yes,no,cellular,14,may,512,3,-1,0,unknown,no
3332,42,blue-collar,married,secondary,no,597,yes,no,unknown,15,may,124,1,-1,0,unknown,no
31389,58,management,married,secondary,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown,no
239,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
24376,45,management,married,tertiary,no,77,yes,no,cellular,17,nov,59,1,-1,0,unknown,no
42322,24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,2,94,2,success,yes
27997,53,management,married,tertiary,no,0,no,no,cellular,28,jan,1745,2,-1,0,unknown,no
39048,33,blue-collar,single,secondary,no,-38,yes,no,cellular,18,may,184,1,-1,0,unknown,no
40076,43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,yes
34508,25,admin.,single,tertiary,no,1141,yes,no,cellular,5,may,718,1,347,1,failure,no
14304,44,blue-collar,married,secondary,no,476,no,no,cellular,14,jul,173,6,-1,0,unknown,no
35893,28,services,single,secondary,no,430,yes,no,cellular,8,may,158,2,350,2,failure,no
26637,31,blue-collar,married,secondary,no,1515,yes,no,cellular,20,nov,361,1,-1,0,unknown,no
37374,41,management,single,tertiary,no,3371,yes,yes,cellular,13,may,204,2,-1,0,unknown,no
5378,44,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
24251,54,technician,married,secondary,no,465,yes,yes,cellular,17,nov,92,1,-1,0,unknown,no
30611,41,unemployed,married,primary,no,-117,yes,no,telephone,6,feb,117,6,-1,0,unknown,no
24345,54,admin.,married,secondary,no,191,yes,yes,telephone,17,nov,44,1,-1,0,unknown,no
8958,30,admin.,single,secondary,no,705,yes,no,unknown,4,jun,235,1,-1,0,unknown,no
43109,37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
20452,59,retired,married,primary,no,94,no,no,cellular,12,aug,256,2,-1,0,unknown,no
12090,41,technician,married,secondary,no,0,no,no,unknown,20,jun,267,2,-1,0,unknown,no
24876,51,blue-collar,married,primary,no,1194,yes,no,cellular,18,nov,714,1,186,3,failure,no
28831,54,technician,married,unknown,no,0,no,no,cellular,30,jan,491,1,-1,0,unknown,no
9096,42,technician,married,secondary,no,769,no,no,unknown,5,jun,90,1,-1,0,unknown,no
20154,37,technician,married,secondary,no,3043,no,no,cellular,11,aug,123,4,-1,0,unknown,no
33728,44,technician,single,unknown,no,509,no,no,cellular,22,apr,71,7,-1,0,unknown,no
44241,31,unemployed,divorced,tertiary,no,756,no,no,cellular,20,jul,355,2,-1,0,unknown,yes
29224,42,management,married,secondary,no,0,yes,yes,cellular,2,feb,854,1,-1,0,unknown,no
33341,29,blue-collar,married,secondary,no,2378,yes,yes,cellular,20,apr,239,1,276,6,failure,no
20532,46,blue-collar,married,primary,no,2269,yes,no,cellular,12,aug,73,2,-1,0,unknown,no
1226,51,retired,married,secondary,no,226,yes,yes,unknown,8,may,418,1,-1,0,unknown,no
39943,30,management,married,tertiary,no,942,no,no,cellular,2,jun,146,2,-1,0,unknown,no
17714,47,management,married,tertiary,no,24312,yes,no,cellular,29,jul,187,3,-1,0,unknown,no
11302,47,retired,married,primary,no,197,no,no,unknown,18,jun,57,2,-1,0,unknown,no
23984,58,retired,married,primary,no,69,no,no,cellular,29,aug,76,8,-1,0,unknown,no
20183,31,technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no
21619,53,services,married,secondary,no,139,yes,no,cellular,19,aug,28,17,-1,0,unknown,no
6618,35,services,single,secondary,no,1227,yes,yes,unknown,28,may,283,3,-1,0,unknown,no
8798,29,blue-collar,single,secondary,no,-37,yes,no,unknown,4,jun,182,1,-1,0,unknown,no
32993,29,blue-collar,married,secondary,no,577,yes,no,telephone,17,apr,501,3,331,10,other,no
45152,61,housemaid,married,primary,no,182,no,no,cellular,9,nov,335,1,92,13,failure,no
4767,30,services,single,unknown,no,347,yes,no,unknown,21,may,225,1,-1,0,unknown,no
21767,37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,no
30143,45,self-employed,divorced,secondary,no,1966,yes,no,cellular,4,feb,76,2,204,3,other,no
2192,26,technician,married,tertiary,no,450,yes,yes,unknown,12,may,1266,1,-1,0,unknown,no
26997,59,management,married,tertiary,no,7049,no,no,cellular,21,nov,530,1,163,2,failure,yes
4041,48,management,married,unknown,no,54,yes,no,unknown,16,may,293,7,-1,0,unknown,no
25264,38,services,married,unknown,no,4644,yes,no,telephone,18,nov,55,2,-1,0,unknown,no
1920,42,blue-collar,married,primary,no,0,yes,no,unknown,9,may,214,2,-1,0,unknown,no
8632,29,services,married,primary,no,711,yes,no,unknown,3,jun,136,4,-1,0,unknown,no
24145,38,management,married,tertiary,no,1101,yes,no,telephone,9,nov,43,1,-1,0,unknown,no
24654,49,technician,married,secondary,no,652,no,no,cellular,17,nov,198,2,-1,0,unknown,no
35476,27,student,single,secondary,no,8366,no,no,cellular,7,may,458,2,349,1,other,no
26084,31,services,married,secondary,no,283,yes,no,cellular,19,nov,214,2,-1,0,unknown,no
4000,27,admin.,single,unknown,no,56,yes,no,unknown,16,may,730,2,-1,0,unknown,no
31517,39,technician,married,secondary,no,508,yes,no,cellular,2,apr,598,2,135,5,failure,no
12865,43,management,divorced,tertiary,no,-132,yes,yes,cellular,7,jul,532,2,-1,0,unknown,no
31047,22,student,single,secondary,no,381,no,no,cellular,12,feb,227,1,-1,0,unknown,yes
34947,45,management,married,tertiary,no,-192,yes,no,cellular,6,may,138,3,-1,0,unknown,no
5379,38,blue-collar,married,secondary,no,-40,yes,no,unknown,23,may,227,1,-1,0,unknown,no
15704,50,technician,married,secondary,no,-70,yes,yes,cellular,21,jul,357,1,-1,0,unknown,no
9908,44,services,divorced,secondary,no,20,no,no,unknown,9,jun,98,1,-1,0,unknown,no
28944,35,management,married,tertiary,no,495,no,no,cellular,2,feb,282,1,-1,0,unknown,no
27161,38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,failure,no
39460,28,unemployed,married,tertiary,no,482,no,no,cellular,25,may,119,1,-1,0,unknown,yes
40809,60,retired,married,secondary,no,1853,no,no,cellular,11,aug,408,1,-1,0,unknown,yes
19303,55,management,married,tertiary,no,0,no,no,cellular,6,aug,341,2,-1,0,unknown,no
15765,46,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no
33603,28,technician,married,secondary,no,7102,yes,no,cellular,20,apr,156,3,325,9,failure,no
11149,46,management,single,tertiary,no,46,no,yes,unknown,18,jun,107,1,-1,0,unknown,no
29937,38,admin.,single,secondary,no,-213,yes,yes,cellular,4,feb,519,1,-1,0,unknown,no
15715,51,self-employed,married,secondary,no,44,yes,yes,telephone,21,jul,79,1,-1,0,unknown,no
1422,30,blue-collar,married,secondary,no,717,yes,no,unknown,8,may,42,1,-1,0,unknown,no
6919,27,admin.,single,secondary,no,242,yes,yes,unknown,28,may,83,1,-1,0,unknown,no
44604,30,blue-collar,married,primary,no,124,yes,no,unknown,28,aug,5,1,775,2,other,no
44013,68,retired,divorced,primary,no,476,no,no,telephone,28,jun,363,1,-1,0,unknown,yes
29482,44,unemployed,married,primary,no,1617,no,no,telephone,3,feb,56,1,-1,0,unknown,no
30662,40,management,married,secondary,no,6695,yes,no,cellular,6,feb,297,1,252,1,failure,no
6049,33,blue-collar,married,secondary,no,-271,yes,yes,unknown,26,may,118,2,-1,0,unknown,no
45047,69,retired,divorced,secondary,no,4189,no,no,cellular,18,oct,138,4,96,2,success,no
38717,27,student,single,tertiary,no,4869,yes,no,cellular,15,may,258,2,343,4,other,no
34586,31,services,single,secondary,no,3677,yes,no,cellular,5,may,325,2,-1,0,unknown,no
6376,28,admin.,single,secondary,no,891,yes,no,unknown,27,may,377,1,-1,0,unknown,no
5662,42,technician,married,secondary,no,-245,no,yes,unknown,26,may,63,1,-1,0,unknown,no
31394,46,management,married,tertiary,no,11385,no,no,cellular,24,mar,269,3,-1,0,unknown,yes
32991,48,blue-collar,married,primary,no,551,yes,yes,cellular,17,apr,1064,3,303,5,failure,no
37232,32,management,single,tertiary,no,3,yes,no,cellular,13,may,568,1,-1,0,unknown,yes
3838,53,technician,single,secondary,no,708,yes,no,unknown,16,may,631,3,-1,0,unknown,no
28991,39,services,single,tertiary,no,1222,yes,no,cellular,2,feb,251,1,242,2,failure,no
37573,43,blue-collar,married,secondary,no,1437,yes,no,cellular,14,may,94,1,-1,0,unknown,no
38620,30,management,single,tertiary,no,355,yes,no,cellular,15,may,153,2,-1,0,unknown,no
24069,58,management,divorced,tertiary,no,26254,yes,no,unknown,21,oct,49,1,-1,0,unknown,no
11719,38,technician,married,secondary,no,0,yes,no,unknown,20,jun,111,1,-1,0,unknown,no
23402,39,management,single,tertiary,no,5976,no,no,cellular,27,aug,113,2,-1,0,unknown,no
21264,50,management,married,tertiary,no,569,no,yes,cellular,18,aug,452,4,-1,0,unknown,no
10068,48,technician,married,secondary,no,1637,yes,no,unknown,11,jun,305,10,-1,0,unknown,no
18914,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,0,unknown,no
17029,26,services,single,secondary,no,0,no,no,cellular,25,jul,129,3,-1,0,unknown,no
23956,36,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no
1983,32,blue-collar,married,primary,no,-89,yes,no,unknown,9,may,389,2,-1,0,unknown,no
22074,41,management,married,tertiary,no,185,no,no,cellular,21,aug,286,12,-1,0,unknown,no
29681,56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,unknown,no
14675,40,management,married,tertiary,no,-37,no,yes,cellular,15,jul,408,4,-1,0,unknown,no
44869,59,management,married,tertiary,no,5397,no,no,cellular,23,sep,244,1,92,3,success,yes
18348,51,entrepreneur,married,unknown,no,3404,no,no,cellular,31,jul,44,7,-1,0,unknown,no
17309,32,blue-collar,single,secondary,no,82,yes,no,cellular,28,jul,86,4,-1,0,unknown,no
42939,47,admin.,married,tertiary,no,97,yes,no,cellular,8,feb,340,3,-1,0,unknown,no
9243,38,blue-collar,single,secondary,no,68,no,no,unknown,5,jun,90,2,-1,0,unknown,no
1124,29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes
25460,44,admin.,married,secondary,no,1206,no,no,cellular,19,nov,180,3,-1,0,unknown,no
3837,45,blue-collar,married,primary,no,1163,no,no,unknown,16,may,230,1,-1,0,unknown,no
15370,31,management,single,tertiary,no,3981,yes,no,cellular,18,jul,286,1,-1,0,unknown,no
27236,44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,661,1,-1,0,unknown,no
29334,26,student,single,secondary,no,0,no,no,cellular,2,feb,1223,2,-1,0,unknown,yes
441,34,technician,single,tertiary,no,242,yes,no,unknown,6,may,112,1,-1,0,unknown,no
6828,56,retired,married,unknown,no,228,yes,no,unknown,28,may,296,1,-1,0,unknown,no
14638,45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,-1,0,unknown,yes
14593,42,blue-collar,single,secondary,no,-178,yes,no,cellular,15,jul,178,3,-1,0,unknown,no
8919,42,services,married,secondary,no,717,yes,no,unknown,4,jun,152,6,-1,0,unknown,no
25572,34,blue-collar,married,secondary,no,1897,yes,yes,cellular,19,nov,441,1,-1,0,unknown,no
44930,34,admin.,single,secondary,no,239,no,no,unknown,5,oct,6,1,-1,0,unknown,no
1070,42,management,married,secondary,no,0,no,no,unknown,7,may,234,4,-1,0,unknown,no
17428,57,retired,divorced,primary,no,0,no,no,telephone,28,jul,1037,3,-1,0,unknown,no
19389,50,technician,divorced,secondary,no,75,yes,no,cellular,6,aug,101,1,-1,0,unknown,no
22191,31,technician,single,tertiary,no,176,no,no,cellular,21,aug,241,4,-1,0,unknown,no
31641,41,blue-collar,married,secondary,no,790,yes,no,cellular,6,apr,173,1,-1,0,unknown,no
40021,30,technician,single,secondary,no,853,no,no,cellular,3,jun,343,1,-1,0,unknown,no
15782,33,student,married,secondary,no,0,no,no,cellular,21,jul,100,1,-1,0,unknown,no
42965,34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
42070,67,unknown,married,tertiary,no,7687,no,no,telephone,30,oct,70,3,-1,0,unknown,no
33358,50,services,divorced,secondary,no,2015,yes,no,cellular,20,apr,715,1,152,1,failure,no
13462,43,blue-collar,married,secondary,no,173,no,yes,telephone,9,jul,238,8,-1,0,unknown,no
11502,24,technician,married,secondary,no,691,yes,no,unknown,19,jun,93,2,-1,0,unknown,no
11401,58,retired,married,tertiary,no,5087,no,no,unknown,19,jun,252,1,-1,0,unknown,no
1125,56,services,married,primary,no,219,yes,no,unknown,7,may,130,4,-1,0,unknown,no
29177,40,services,married,secondary,no,683,yes,no,cellular,2,feb,299,2,-1,0,unknown,no
40162,21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
1827,41,management,married,unknown,no,2457,yes,no,unknown,9,may,285,1,-1,0,unknown,no
29256,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,failure,no
1928,32,management,single,tertiary,no,4,yes,no,unknown,9,may,179,2,-1,0,unknown,no
3050,43,services,married,secondary,no,823,yes,no,unknown,14,may,293,3,-1,0,unknown,no
32114,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,failure,yes
9848,57,blue-collar,married,secondary,no,5553,no,yes,unknown,9,jun,589,1,-1,0,unknown,no
43572,64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,1,182,1,success,yes
37458,31,services,single,secondary,no,222,yes,no,cellular,13,may,168,2,-1,0,unknown,no
18276,38,technician,married,secondary,yes,0,no,yes,cellular,31,jul,44,28,-1,0,unknown,no
35364,25,admin.,single,secondary,no,122,yes,no,cellular,7,may,481,2,-1,0,unknown,yes
15517,29,admin.,single,secondary,no,788,yes,no,cellular,18,jul,264,2,-1,0,unknown,no
39119,28,student,single,tertiary,no,385,yes,no,telephone,18,may,203,5,-1,0,unknown,no
14916,34,admin.,married,secondary,no,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
29615,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
5737,45,technician,single,tertiary,no,591,yes,no,unknown,26,may,164,1,-1,0,unknown,no
10655,39,services,single,secondary,no,1336,yes,no,unknown,16,jun,358,1,-1,0,unknown,no
43587,32,technician,single,tertiary,no,388,no,no,cellular,29,apr,250,3,-1,0,unknown,yes
38713,26,blue-collar,single,secondary,no,474,yes,no,cellular,15,may,504,2,-1,0,unknown,no
24391,48,blue-collar,married,secondary,no,1039,yes,no,cellular,17,nov,581,1,-1,0,unknown,no
1807,35,management,divorced,tertiary,no,321,yes,no,unknown,9,may,189,1,-1,0,unknown,no
11895,59,retired,divorced,secondary,no,0,no,no,unknown,20,jun,13,5,-1,0,unknown,no
37851,35,management,single,tertiary,no,478,yes,no,cellular,14,may,107,1,265,2,failure,no
11313,48,housemaid,divorced,primary,no,2582,no,no,unknown,18,jun,51,4,-1,0,unknown,no
37435,60,management,divorced,secondary,no,0,yes,no,telephone,13,may,65,4,350,6,failure,no
30574,30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,no
23990,41,technician,divorced,secondary,no,88,no,no,cellular,29,aug,88,2,-1,0,unknown,no
29772,56,blue-collar,married,primary,no,115,no,no,telephone,4,feb,111,1,-1,0,unknown,no
25231,33,student,single,tertiary,no,4,yes,no,cellular,18,nov,203,2,-1,0,unknown,no
21207,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,-1,0,unknown,yes
3662,41,technician,single,secondary,no,2919,yes,no,unknown,16,may,329,3,-1,0,unknown,no
39947,54,management,married,primary,no,2587,no,no,cellular,2,jun,236,2,-1,0,unknown,yes
37915,34,admin.,married,secondary,no,626,yes,no,cellular,14,may,142,2,-1,0,unknown,no
36146,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
6028,37,blue-collar,married,primary,no,445,yes,no,unknown,26,may,159,2,-1,0,unknown,no
28091,28,management,single,tertiary,no,78,no,no,cellular,28,jan,258,2,-1,0,unknown,no
35530,32,blue-collar,single,secondary,no,567,yes,no,cellular,7,may,275,2,342,4,other,no
17820,45,services,married,secondary,no,219,yes,yes,cellular,29,jul,142,8,-1,0,unknown,no
20435,30,management,divorced,tertiary,no,317,no,no,cellular,12,aug,72,2,-1,0,unknown,no
44448,41,management,married,tertiary,no,1092,no,no,cellular,5,aug,736,1,-1,0,unknown,yes
15408,33,management,single,secondary,no,-85,yes,no,cellular,18,jul,96,1,-1,0,unknown,no
4225,32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,-1,0,unknown,no
42326,40,admin.,married,tertiary,no,764,yes,no,unknown,17,nov,85,1,-1,0,unknown,yes
29104,31,technician,divorced,secondary,no,304,no,no,cellular,2,feb,133,2,-1,0,unknown,no
33832,51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,8,-1,0,unknown,yes
16069,31,blue-collar,single,secondary,no,1139,yes,no,cellular,22,jul,101,1,-1,0,unknown,no
12626,35,management,married,secondary,no,0,no,yes,unknown,4,jul,121,1,-1,0,unknown,no
19572,38,technician,single,tertiary,no,369,no,no,cellular,7,aug,365,8,-1,0,unknown,no
15081,25,self-employed,single,tertiary,no,453,yes,no,cellular,17,jul,134,1,-1,0,unknown,no
7166,54,technician,married,secondary,no,-939,yes,no,unknown,29,may,202,1,-1,0,unknown,no
5360,24,admin.,single,tertiary,no,1141,yes,no,unknown,23,may,230,1,-1,0,unknown,no
31084,37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown,yes
27541,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
31530,39,technician,divorced,tertiary,no,113,yes,yes,cellular,2,apr,1012,2,-1,0,unknown,no
2831,39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1328,1,-1,0,unknown,yes
6123,48,blue-collar,married,secondary,no,653,yes,no,unknown,27,may,24,1,-1,0,unknown,no
11422,39,blue-collar,divorced,secondary,no,37,no,yes,unknown,19,jun,248,1,-1,0,unknown,no
33943,29,student,single,secondary,no,314,no,no,cellular,30,apr,465,1,-1,0,unknown,yes
13258,42,entrepreneur,married,tertiary,no,2476,yes,no,cellular,8,jul,251,1,-1,0,unknown,no
17217,54,blue-collar,married,primary,no,38,no,no,cellular,28,jul,115,8,-1,0,unknown,no
9946,41,services,married,primary,no,510,no,no,unknown,9,jun,316,2,-1,0,unknown,no
34385,23,student,single,secondary,no,0,no,no,telephone,4,may,526,1,-1,0,unknown,no
41256,51,housemaid,married,unknown,no,2337,yes,no,cellular,25,aug,46,4,90,7,failure,no
20510,44,self-employed,married,primary,no,614,no,no,cellular,12,aug,85,4,-1,0,unknown,no
13589,59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,70,1,-1,0,unknown,no
30168,34,services,married,secondary,no,314,yes,yes,telephone,5,feb,114,3,-1,0,unknown,no
23049,33,technician,single,tertiary,no,3773,no,no,cellular,26,aug,124,4,-1,0,unknown,no
21781,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
44114,38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,239,7,success,yes
27926,50,management,divorced,tertiary,no,1349,yes,yes,cellular,28,jan,326,1,-1,0,unknown,no
42524,31,student,single,unknown,no,2347,no,no,cellular,18,dec,180,2,-1,0,unknown,no
23341,41,technician,married,secondary,no,417,no,no,cellular,27,aug,77,3,-1,0,unknown,no
8683,25,management,single,tertiary,no,2399,yes,no,unknown,3,jun,193,2,-1,0,unknown,no
30863,52,management,married,tertiary,no,749,no,yes,cellular,9,feb,342,2,-1,0,unknown,no
29108,46,management,married,tertiary,no,587,no,no,telephone,2,feb,186,1,-1,0,unknown,no
30467,55,technician,married,secondary,no,956,yes,yes,cellular,5,feb,116,4,-1,0,unknown,no
22525,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,no
7835,43,entrepreneur,married,primary,no,0,yes,no,unknown,30,may,222,9,-1,0,unknown,no
26822,31,entrepreneur,married,secondary,no,7518,yes,no,cellular,20,nov,332,3,-1,0,unknown,no
7271,35,technician,married,secondary,no,295,yes,no,unknown,29,may,882,2,-1,0,unknown,no
21390,31,technician,divorced,secondary,no,431,yes,yes,cellular,18,aug,75,2,-1,0,unknown,no
26541,37,entrepreneur,married,secondary,no,3,no,no,cellular,20,nov,96,1,-1,0,unknown,no
28069,59,retired,married,secondary,no,4457,no,no,cellular,28,jan,127,2,-1,0,unknown,no
33389,33,services,married,secondary,no,2184,yes,no,cellular,20,apr,151,1,-1,0,unknown,no
45187,32,services,single,secondary,no,1168,yes,no,cellular,16,nov,411,1,-1,0,unknown,yes
18366,36,blue-collar,married,secondary,no,723,yes,no,cellular,31,jul,101,2,-1,0,unknown,no
12800,29,services,married,tertiary,no,0,no,yes,cellular,7,jul,158,1,-1,0,unknown,no
36435,29,technician,single,tertiary,no,18254,no,no,cellular,11,may,279,2,-1,0,unknown,no
12408,40,technician,married,secondary,no,59,yes,no,unknown,30,jun,322,3,-1,0,unknown,no
7716,44,admin.,married,secondary,no,14,no,yes,unknown,30,may,827,5,-1,0,unknown,no
19789,32,technician,single,tertiary,no,5204,no,no,cellular,8,aug,31,2,-1,0,unknown,no
585,35,blue-collar,married,primary,no,0,yes,no,unknown,6,may,154,2,-1,0,unknown,no
1183,38,blue-collar,married,primary,no,54,yes,no,unknown,8,may,180,1,-1,0,unknown,no
22145,44,technician,divorced,secondary,no,65,no,no,cellular,21,aug,148,4,-1,0,unknown,no
14806,35,management,married,tertiary,no,-273,yes,no,cellular,16,jul,344,3,-1,0,unknown,no
38153,25,admin.,married,secondary,no,541,yes,no,cellular,15,may,607,1,344,4,failure,no
31909,34,self-employed,single,secondary,no,1261,yes,no,cellular,9,apr,169,2,-1,0,unknown,no
25055,31,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,nov,164,1,-1,0,unknown,no
8172,38,blue-collar,single,secondary,no,577,yes,no,unknown,2,jun,50,2,-1,0,unknown,no
21580,31,technician,married,secondary,no,7369,no,no,cellular,19,aug,204,4,-1,0,unknown,no
13556,59,blue-collar,married,primary,no,625,no,no,cellular,9,jul,133,1,-1,0,unknown,no
33339,28,blue-collar,married,primary,no,674,yes,no,telephone,20,apr,22,1,-1,0,unknown,no
30095,58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,304,2,229,2,failure,no
9471,52,self-employed,married,tertiary,no,1088,yes,no,unknown,6,jun,217,2,-1,0,unknown,no
42120,72,retired,single,tertiary,no,1285,no,no,telephone,2,nov,179,5,98,2,failure,no
5143,36,blue-collar,married,secondary,no,342,yes,yes,unknown,21,may,88,3,-1,0,unknown,no
27102,44,management,divorced,unknown,no,1784,no,yes,cellular,21,nov,279,1,-1,0,unknown,no
22081,47,management,married,tertiary,no,1224,no,no,cellular,21,aug,189,2,-1,0,unknown,no
44525,35,technician,single,secondary,no,920,yes,no,cellular,11,aug,159,2,286,6,failure,no
17934,57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,229,2,-1,0,unknown,no
41028,33,management,married,tertiary,no,3363,yes,yes,cellular,13,aug,158,1,-1,0,unknown,no
40517,25,services,divorced,secondary,no,1694,no,no,cellular,7,jul,159,2,-1,0,unknown,no
10236,49,admin.,married,secondary,no,1788,yes,no,unknown,11,jun,274,2,-1,0,unknown,no
31040,58,technician,married,primary,no,4198,no,no,cellular,11,feb,309,5,-1,0,unknown,no
8325,37,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,402,9,-1,0,unknown,no
2777,56,self-employed,married,tertiary,no,871,yes,no,unknown,14,may,381,1,-1,0,unknown,no
44767,83,retired,divorced,primary,no,4565,no,no,cellular,13,sep,175,2,-1,0,unknown,no
23876,38,admin.,divorced,secondary,no,1314,no,no,cellular,29,aug,156,2,-1,0,unknown,no
6507,31,services,married,secondary,no,-538,no,yes,unknown,27,may,284,1,-1,0,unknown,no
29089,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,no
1409,31,blue-collar,married,primary,no,406,yes,no,unknown,8,may,31,1,-1,0,unknown,no
27171,31,blue-collar,single,secondary,no,-159,no,yes,telephone,21,nov,49,1,-1,0,unknown,no
19932,46,technician,single,tertiary,no,2739,no,no,cellular,8,aug,117,4,-1,0,unknown,no
33395,43,blue-collar,married,secondary,no,85,yes,no,cellular,20,apr,42,3,279,5,other,no
37314,32,blue-collar,married,secondary,no,-64,yes,no,cellular,13,may,641,1,-1,0,unknown,no
16042,41,technician,single,tertiary,no,145,no,no,cellular,22,jul,1833,2,-1,0,unknown,yes
39180,28,blue-collar,single,secondary,no,2528,yes,no,cellular,18,may,190,8,-1,0,unknown,no
22266,33,technician,divorced,secondary,no,0,no,no,cellular,21,aug,224,8,-1,0,unknown,no
31489,58,management,divorced,tertiary,no,315,yes,no,cellular,1,apr,121,2,135,2,failure,no
13720,57,management,married,tertiary,no,1410,yes,no,cellular,10,jul,185,1,-1,0,unknown,no
34649,45,management,married,tertiary,no,7620,yes,no,cellular,5,may,85,8,-1,0,unknown,no
23634,50,housemaid,married,primary,no,0,no,no,cellular,28,aug,39,4,-1,0,unknown,no
42197,71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,yes
16043,26,management,married,tertiary,no,877,yes,no,cellular,22,jul,611,1,-1,0,unknown,no
3904,40,technician,married,primary,no,6110,yes,no,unknown,16,may,217,1,-1,0,unknown,no
11670,54,blue-collar,married,primary,no,-51,no,no,unknown,20,jun,198,10,-1,0,unknown,no
33469,37,blue-collar,married,secondary,no,3884,yes,no,cellular,20,apr,28,5,-1,0,unknown,no
28975,56,services,divorced,secondary,no,218,yes,no,cellular,2,feb,113,2,249,2,failure,no
173,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no
